,bioplanet_83_MAP kinase pathway regulation through dual specificity phosphatases_View_T8,bioplanet_1328_T cell receptor/Ras pathway_View_cDC,bioplanet_301_Autoimmune thyroid disease_View_NK,bioplanet_333_Salmonella infection_View_NK,bioplanet_304_Graft-versus-host disease_View_B,bioplanet_167_Eukaryotic protein translation_View_cM,bioplanet_675_Type II interferon signaling (interferon-gamma)_View_B,bioplanet_898_Generation of second messenger molecules_View_NK,bioplanet_98_Activation of PKC through G-protein coupled receptors_View_B,bioplanet_78_Beta-arrestins in GPCR desensitization_View_cDC,bioplanet_686_Interferon alpha/beta signaling_View_T4,bioplanet_303_Allograft rejection_View_B,bioplanet_303_Allograft rejection_View_NK,bioplanet_333_Salmonella infection_View_cM,bioplanet_913_eIF4E release_View_cDC,bioplanet_686_Interferon alpha/beta signaling_View_T8,bioplanet_1510_Cross-presentation of particulate exogenous antigens (phagosomes)_View_ncM,bioplanet_537_Inhibitor of DNA binding (ID) signaling pathway_View_cDC,bioplanet_298_Type 1 diabetes mellitus_View_B,bioplanet_12_Granzyme A-mediated apoptosis pathway_View_T8,bioplanet_324_CTL mediated immune response against target cells_View_T8,bioplanet_640_Alpha-4 beta-7 integrin signaling_View_T4,bioplanet_686_Interferon alpha/beta signaling_View_NK,bioplanet_1698_Translation factors_View_T8,bioplanet_611_Interferon signaling_View_cDC,bioplanet_333_Salmonella infection_View_T8,bioplanet_29_TSP1-induced apoptosis in microvascular endothelial cell_View_T4,bioplanet_304_Graft-versus-host disease_View_NK,bioplanet_166_eIF2 regulation_View_cM,bioplanet_1141_Diurnally regulated genes with circadian orthologs_View_cDC,bioplanet_564_PD-1 signaling_View_NK,bioplanet_921_CD28 co-stimulation_View_cDC,bioplanet_675_Type II interferon signaling (interferon-gamma)_View_ncM,bioplanet_686_Interferon alpha/beta signaling_View_ncM,bioplanet_464_Antigen processing and presentation_View_NK,bioplanet_776_Prostaglandin biosynthesis and regulation_View_T4,bioplanet_29_TSP1-induced apoptosis in microvascular endothelial cell_View_T8,bioplanet_474_Intestinal immune network for IgA production_View_NK,bioplanet_669_TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)_View_NK,bioplanet_1287_eIF4E and p70 S6 kinase regulation_View_NK,bioplanet_1495_CHL1 interactions_View_T4,bioplanet_300_Asthma_View_B,bioplanet_50_Lck and Fyn tyrosine kinases in initiation of T cell receptor activation_View_T8,bioplanet_926_Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon_View_B,bioplanet_675_Type II interferon signaling (interferon-gamma)_View_cM,bioplanet_611_Interferon signaling_View_ncM,bioplanet_675_Type II interferon signaling (interferon-gamma)_View_cDC,bioplanet_304_Graft-versus-host disease_View_T8,bioplanet_1404_Cap-dependent translation initiation_View_T8,bioplanet_611_Interferon signaling_View_B,bioplanet_686_Interferon alpha/beta signaling_View_B,bioplanet_1404_Cap-dependent translation initiation_View_cDC,bioplanet_298_Type 1 diabetes mellitus_View_NK,"bioplanet_1157_Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S_View_T8",bioplanet_1529_Endosomal/vacuolar pathway_View_cM,bioplanet_1529_Endosomal/vacuolar pathway_View_B,bioplanet_1510_Cross-presentation of particulate exogenous antigens (phagosomes)_View_cM,bioplanet_329_T helper cell surface molecules_View_T8,bioplanet_690_NF-kappaB activation_View_B,bioplanet_901_Costimulation by the CD28 family_View_NK,bioplanet_924_TRAF6-mediated induction of TAK1 complex_View_B,bioplanet_1764_Arachidonate epoxygenase/epoxide hydrolase pathway_View_B,bioplanet_8_PI3K subunit p85 role in regulation of actin organization and cell migration_View_cM,bioplanet_686_Interferon alpha/beta signaling_View_cM,bioplanet_1361_Interleukin-2/STAT5 pathway_View_NK,bioplanet_29_TSP1-induced apoptosis in microvascular endothelial cell_View_NK,bioplanet_1614_Activation of the AP-1 family of transcription factors_View_NK,bioplanet_12_Granzyme A-mediated apoptosis pathway_View_NK,bioplanet_686_Interferon alpha/beta signaling_View_cDC,bioplanet_49_4-1BB-dependent immune response_View_cDC,bioplanet_1614_Activation of the AP-1 family of transcription factors_View_T8,bioplanet_87_Corticosteroids and cardioprotection_View_T4,bioplanet_243_Internal ribosome entry pathway_View_cM,bioplanet_167_Eukaryotic protein translation_View_NK,bioplanet_1168_Post-elongation processing of intronless pre-mRNA_View_B,bioplanet_322_B lymphocyte cell surface molecules_View_T8,bioplanet_1504_Cleavage of growing transcript in the termination region_View_B,bioplanet_83_MAP kinase pathway regulation through dual specificity phosphatases_View_NK,disease
2.0_1596_SLE_managed,0.09537249544626593,0.16064094387755104,0.14344731710597095,0.29197567016317016,0.2549933656334306,0.24680357957136342,0.07503313769751693,0.10538029331779332,0.10361222186391486,0.07754092261904762,0.1365842180240999,0.28297631322066985,0.1944441661941662,0.3666519972006891,0.09788095238095239,0.13756284579918032,0.254575179973822,0.10368861607142857,0.2459644338285474,0.11781953551912569,0.3365000630517024,0.1297883275261324,0.17080445075757575,0.21881698360655738,0.239460618622449,0.2132953551912568,0.14361596254355402,0.19797707373926887,0.08267253934695795,0.18766350446428573,0.10544546582449808,0.1514884792626728,0.15459765706806283,0.22337477503272252,0.18254400126622347,0.08099180435352742,0.20508493852459014,0.04921590909090909,0.2845437427156177,0.10519222135888803,0.039774716898954704,0.23043788562829196,0.2599110340479193,0.24596534988713317,0.13657574289405686,0.22108256591249065,0.15336696428571428,0.1402736705317873,0.7158095216707837,0.16556226821992903,0.12733955276523704,0.770047089041096,0.17239057841383423,0.6455186942766753,0.6273524619580821,0.5381050288437422,0.34332739825581393,0.27506633039092054,0.09114541008276901,0.09194038137788138,0.2362622272385252,0.08082537891002903,0.32738010739664086,0.17803186066698967,0.12998867521367521,0.2801786858974359,0.13859236596736596,0.3031583139083139,0.20782101004464287,0.08708571428571428,0.1278083606557377,0.1493884372177055,0.2264983850129199,0.2178301110654052,0.07364493571498675,0.11614053651266766,0.11418493096750486,0.09825731675731675,1
2.0_IGTB826_normal_na,0.08319690214906265,0.16720337301587304,0.1303701347305389,0.26195396706586827,0.24541447576813433,0.23509738929279578,0.07161022263450835,0.09554894377910844,0.09753134110787172,0.07317901234567901,0.11794708175339959,0.27268196861054006,0.1756161595727464,0.31385819288389516,0.08031867283950617,0.12026114808384773,0.23174533582089554,0.08340596064814815,0.2373248371230099,0.11401380315500685,0.3106542814181703,0.09449433403068341,0.13819086826347304,0.22332945473251029,0.20528455687830688,0.19725214334705077,0.13405857740585775,0.17989634146341463,0.0728840653728294,0.17047820216049384,0.09526414912111261,0.13519086021505378,0.11854873134328359,0.17494642024253731,0.1622473941006875,0.06774298994466191,0.1861006301440329,0.03875520833333333,0.2681721556886228,0.0908097139055223,0.026651935146443515,0.21967034632034632,0.24613964070908514,0.24409455782312928,0.09411944943820223,0.1981972725657427,0.11119379629629629,0.1280402614674295,0.7194378699475732,0.16052265549076775,0.11773356331168831,0.7687243150684933,0.15595818827461358,0.6469524222077828,0.5653175405742821,0.5385015460729747,0.33146643258426967,0.24638061886673,0.08523245207173778,0.08147220143047239,0.23629461966604823,0.08169944341372913,0.2755274578651685,0.11705570575842697,0.1136122255489022,0.25075168413173654,0.1138817365269461,0.2610502744510978,0.14391471354166668,0.09632268518518519,0.10166136831275721,0.13603363261273826,0.20213747993579453,0.20398036280380416,0.07911547148503671,0.1120512532734755,0.11937064762480044,0.09399085163007319,0
4.0_HC-536_normal_na,0.13766371414798745,0.17478348214285713,0.1376404937856903,0.26141002547307135,0.24137289163936415,0.2296917799517215,0.06468095771144279,0.10228302401746725,0.0675637882018479,0.05746006944444445,0.11436299153441232,0.2677369739142127,0.18497052401746725,0.34604400647948164,0.10446788194444445,0.12242408656453363,0.25579959239130434,0.09024479166666666,0.2329425112808053,0.1297006507592191,0.34516344068079424,0.08927304630211606,0.14063634347707424,0.21790677874186554,0.19521834697420637,0.20523599060014464,0.13003024827152734,0.19172403876877195,0.07607363047319851,0.18538747829861113,0.10187174249894351,0.13878024193548386,0.12787766304347825,0.17219938858695652,0.17728245457976172,0.06787799314693538,0.20173156182212582,0.05192960789665211,0.2600066866812227,0.10587655668769205,0.024111348994343182,0.22860657131011608,0.26791777907558817,0.2350728441127695,0.09632639308855291,0.19959543219461698,0.11261447916666667,0.1415524443151156,0.706391792707931,0.15283732379767828,0.10416340174129354,0.7628693635844749,0.16394795369147966,0.628147981124177,0.5885281377489802,0.4845924543946932,0.33340928725701946,0.2769636242282663,0.06298839137645108,0.08721010735080058,0.22983818407960196,0.07279486496090973,0.30415579441144713,0.11962168432775379,0.12142099708879184,0.2697564137554585,0.13471877729257642,0.2697955786026201,0.13360636393229167,0.09858020833333332,0.11181513015184381,0.12715771003561702,0.1996920703486578,0.21063941690213203,0.07614928077006274,0.12832961940445672,0.10472204385051487,0.14434230955846675,0
2.0_1240_SLE_managed,0.14957732732732731,0.17618303571428573,0.15585988183503244,0.3253838688085676,0.27605240759366356,0.2580208841700846,0.089963793814433,0.1285665997322624,0.1206388438880707,0.08425989583333333,0.16851460416666666,0.3058210434661466,0.21164997829154455,0.39788818402471315,0.10569895833333334,0.16533783783783784,0.3134221153846154,0.0908296875,0.2659574982018701,0.16275934684684684,0.3802766112266112,0.16173081481481483,0.19488521272590362,0.2469802162162162,0.24277979910714284,0.26410867117117115,0.1903675,0.21240469193848566,0.10064866003369975,0.18795846354166668,0.12715490996243037,0.1542344758064516,0.1803215769230769,0.2512143028846154,0.20251789875551587,0.09853496774193547,0.2412835304054054,0.07061339106425703,0.30023387299196785,0.12026848133273836,0.04389041666666666,0.2529476546391753,0.32153591476091475,0.2600062886597938,0.16628568402471314,0.24517525183150185,0.167206625,0.17457392880685563,0.7330864402073306,0.18155971250613648,0.14875778028350514,0.7735267123287671,0.18801646119361165,0.6563375651967758,0.6492014563106796,0.5659347079037801,0.37378169130626654,0.3212582120582121,0.1236600085910653,0.10813160977242303,0.244782852233677,0.0959988586156112,0.35935139011473965,0.2071530470818623,0.13047543507362783,0.309207203815261,0.16874668674698795,0.2934902945113788,0.224533984375,0.10588093750000001,0.1352168918918919,0.1826422962962963,0.23039106039591475,0.25220328372312784,0.09393990363065889,0.16079127764127765,0.1368150623351714,0.13966365461847388,1
2.0_1510_SLE_managed,0.10096123321123321,0.15652423469387755,0.13330902074898787,0.25708203124999995,0.23493595398719944,0.24126145199459095,0.06536620567375886,0.09308388157894737,0.0694434312732185,0.06246693121693122,0.1188970400528169,0.2615211647818031,0.17910177364864865,0.35251285121328224,0.09503703703703704,0.12144860552394034,0.24993903688524588,0.0936812996031746,0.22713791302435538,0.1186736002093145,0.3213175341142374,0.09640131064162755,0.1396935392680921,0.19850825745682887,0.19340593112244897,0.20108666928309785,0.13277365757042253,0.18875385109114248,0.07195495907349356,0.17062375992063494,0.09357425191001698,0.1325460189452125,0.1185438524590164,0.16809704789959015,0.16826561484730343,0.07067079168559746,0.17886852433281006,0.04216305167214912,0.2543151212993421,0.08352040692007798,0.029466505281690144,0.21737151300236407,0.25313364931771526,0.22916201733648545,0.10093387931034484,0.18992127732240438,0.11311460317460317,0.13942773863766894,0.6904848067783489,0.1487613524428684,0.10374048832742318,0.7537672863666015,0.15922760480416157,0.6222891225316037,0.5766571679438058,0.4931213553979511,0.35140155052681993,0.2518984724067142,0.06854905437352246,0.07603925667032163,0.2252708825847124,0.07274645390070922,0.3107274754549808,0.11806723314774904,0.10835649671052633,0.2351382606907895,0.10997080592105264,0.2544522341008772,0.13692810639880953,0.08429315476190476,0.09768767660910518,0.1377154929577465,0.21296938286808975,0.18920423761609906,0.07173229519991778,0.11709590409590409,0.10911923415250975,0.10597368421052632,1
4.0_HC-022_normal_na,0.1261905813097866,0.15506501831501832,0.13114397435897435,0.25450958333333334,0.2329630954477415,0.23909626766517697,0.06168091155234657,0.0915194675925926,0.07674593862815884,0.06805395299145299,0.11394081605334891,0.25891493072494876,0.17712301801801802,0.3245338381245722,0.110232905982906,0.12058141778027436,0.22698982558139535,0.06639503205128204,0.224597095122156,0.15575701671397035,0.35902032239283893,0.09905489211953387,0.13673548177083333,0.18773612582781457,0.18959325396825397,0.2173143330179754,0.12474461318795431,0.18433388211382115,0.08268620496546573,0.17672649572649574,0.09034852150537635,0.13131410256410256,0.11785459302325582,0.16636718749999999,0.16562683127572017,0.07851656868656416,0.22060826631977296,0.04616416666666667,0.2492391145833333,0.08940006172839507,0.03236206840602285,0.21901595968712395,0.28721726948548143,0.22785601684717208,0.08953837782340862,0.1863502387873754,0.11126423076923075,0.1597605221865842,0.6767415080157074,0.1487963162927626,0.10159757163808665,0.7574596944151738,0.15709988372093023,0.6104113802718718,0.5325505361624459,0.472544825511432,0.32215227156057497,0.26971395822720323,0.07161386883273166,0.07800201388888889,0.22292885078219013,0.07845377772047447,0.287845931724846,0.10845214643223819,0.10533494444444444,0.2533282291666667,0.12879883333333333,0.250945625,0.12994941907051283,0.07002564102564102,0.11064094134342478,0.14149817555094035,0.20216801114696392,0.19588529411764705,0.07533572045204834,0.15154784123161605,0.10823560154479053,0.12478731481481482,0
4.0_HC-015_normal_na,0.09646694796061885,0.0,0.13694183369447455,0.22012089201877935,0.25791087726199846,0.24813444230151074,0.06010388709677419,0.10558480046948357,0.06917592165898617,0.0,0.11239194244714848,0.28600699651264166,0.18540426341834795,0.347268897996357,0.0,0.11933002043776371,0.2263586956521739,0.0,0.24784124156039009,0.15895213607594935,0.3772958860759493,0.08639907680541899,0.13046660431338028,0.18457508438818565,0.0,0.2119443565400844,0.14168931293018683,0.18806818962555824,0.0885946348733234,0.0,0.10900431621990003,0.0,0.11825760869565217,0.17062839673913044,0.16272483046426708,0.06268284327719098,0.21734276107594938,0.04933494718309859,0.25250352112676056,0.07318505477308294,0.016603244837758113,0.24372190860215054,0.2766138023369036,0.24194043010752686,0.09944475409836065,0.1975294384057971,0.0,0.16287452403005043,0.6797043017744638,0.15789083141321045,0.11103678175403227,0.0,0.16489747789059941,0.6070506329113925,0.5854666059502125,0.5110985663082438,0.32487004781420764,0.27698417721518986,0.0617127688172043,0.08683475156494523,0.2358905376344086,0.09580748847926267,0.3090711236338798,0.12578818732923497,0.0984413145539906,0.2512825704225352,0.11256830985915493,0.25074765258215964,0.0,0.0,0.11089783755274261,0.1386013465530427,0.21506576893052304,0.17095132560066278,0.0770842917251052,0.12516772151898733,0.10804728057014254,0.09627190923317684,0
2.0_1262_SLE_managed,0.11470238923683601,0.16252916978309648,0.14439778469079942,0.29312953431372546,0.30053970883806835,0.25068989856635115,0.07701959354120268,0.12003955610021787,0.08668668469615018,0.07508671465968586,0.13520955210237662,0.335012181725155,0.19539533651298355,0.3647591861846572,0.0900501745200698,0.14403844000086988,0.25231069884726226,0.0814647414921466,0.290564562075931,0.1277673683600093,0.3622366040361865,0.11253455718058095,0.1611137025122549,0.2453090988169798,0.2152485430690601,0.23626135177453028,0.12784152193784276,0.205575,0.0819285471826205,0.18104739310645726,0.11807250158127768,0.14165901030231381,0.13796724783861672,0.19566730457492795,0.1938171205519245,0.07595429616087751,0.18209274965205288,0.05598497753267974,0.2850075674019608,0.10955007262164125,0.023355090265082267,0.28150479769858944,0.28282893046410795,0.25055035263548625,0.11312612186014936,0.21224893646219295,0.12249856020942408,0.14609091179116382,0.736042678334811,0.17738728921412664,0.13336159347160356,0.7685069210356451,0.1739449270405837,0.6573806297232295,0.6166137135098438,0.5841622123236823,0.3429333842498303,0.3044055591242439,0.08108082776540461,0.0970328839869281,0.24188197847067558,0.10844050270442251,0.32715470659368634,0.14920908249533266,0.1340352450980392,0.2904188112745098,0.1509494117647059,0.291165318627451,0.16148905840968586,0.08339123036649215,0.11360424495476688,0.14050030469226082,0.21916276306856755,0.22914195501730103,0.08950965914592815,0.1295070538369077,0.13077641528979125,0.14632298474945532,1
3.0_FLARE011_SLE_flare,0.11348094315245479,0.0,0.15164796087533156,0.3014971264367816,0.28440403600464575,0.2681519826193284,0.09179785714285715,0.11903711685823755,0.08047363945578231,0.0,0.16448915777439024,0.3172971364221364,0.20487872786579683,0.3825017941103687,0.0,0.17374645712209302,0.29299830426356593,0.0,0.27590406976744186,0.1388844476744186,0.3718886404293381,0.14164932249322493,0.1930681573275862,0.2530774418604651,0.0,0.24761143410852715,0.1499702743902439,0.21408851976450796,0.10448209826550585,0.0,0.12517436040044494,0.0,0.1688713565891473,0.25286733890503876,0.19537526607066838,0.10271274586939418,0.20928379360465116,0.05527083333333333,0.27382677801724137,0.11042480842911878,0.053292682926829274,0.2541285714285714,0.3210856440071556,0.2652960317460317,0.14024579064587972,0.2378391934293097,0.0,0.15683089903573455,0.7353928798980567,0.19382890447845808,0.16551432291666668,0.0,0.18105292702485967,0.6570262647898817,0.6342338530066816,0.6197943121693121,0.361314077579807,0.3190818425760286,0.09235813492063492,0.099709530651341,0.2567468253968254,0.103218537414966,0.34155987843355606,0.19386435713622868,0.15001709770114943,0.23023868534482758,0.07992974137931035,0.31489870689655175,0.0,0.0,0.12125377906976745,0.18177669376693767,0.25223120161204793,0.2317172920892495,0.0946389751552795,0.15846247357293866,0.14736531007751938,0.08358429118773947,1
2.0_1771_SLE_managed,0.07584719764011799,0.15552997448979594,0.12755811036789297,0.24681702898550723,0.21949436638388123,0.2033624508313964,0.07343521739130435,0.08709088164251207,0.0837402950310559,0.05144531250000001,0.1392999592276936,0.24287999412455935,0.17035193889541717,0.3143677257472138,0.06800074404761905,0.1342615251659292,0.2588975694444444,0.08007449776785713,0.21495904954499492,0.15584557522123893,0.336017494894486,0.11250056116722783,0.16982484148550725,0.16467841592920354,0.22455718537414968,0.1935729719764012,0.10985348274410776,0.17780761753269708,0.07898007046145344,0.15805366443452382,0.0908657082748948,0.1349304435483871,0.15008444444444444,0.22392683015046297,0.1640019681517266,0.08472239871836645,0.18554612831858408,0.04090609903381642,0.2332884963768116,0.08547826086956523,0.04938231271043771,0.18093007246376813,0.25440377808032677,0.23527445652173914,0.13179677241641338,0.21090182705026453,0.15345892857142857,0.14800167278221454,0.6516837677294218,0.15363388004658385,0.12500382133152174,0.7404134662426615,0.1527954162453657,0.5818796770687782,0.5721282400371497,0.5299725241545893,0.3484609849924012,0.2662217835262083,0.07627536231884058,0.07706184581320451,0.22366195652173912,0.07624728260869565,0.28184761469414893,0.17433126543503039,0.10713285024154588,0.2590711050724638,0.10952789855072463,0.26257518115942025,0.20946337890625003,0.07074397321428572,0.08225362831858407,0.14696338383838384,0.18256741207121147,0.1856788150042626,0.059438090737240074,0.14591777956556717,0.0987634605662285,0.07117149758454107,1
2.0_1472_SLE_managed,0.08598127418463239,0.16397822299651568,0.15705794301557338,0.30072277607361964,0.27278753931831073,0.22151937092939109,0.09802844608879492,0.12218281356509884,0.08470741467834492,0.07117022357723576,0.17485009291565534,0.3035138420661676,0.21263832697728402,0.3727149055360281,0.0875599593495935,0.18631775206001244,0.28860505756578947,0.0719889481707317,0.2639443310880574,0.20235844216417911,0.43225098067355533,0.1416165048543689,0.20854721050613498,0.21261960820895523,0.25594145615563296,0.2854812137230514,0.11134814927184465,0.22253654795750413,0.0865423190605528,0.18459070121951218,0.12811752919057984,0.15992800944138474,0.1830441447368421,0.27780466180098684,0.20908816178141332,0.08933937519574067,0.1876143501243781,0.06687942548568507,0.28734509202453984,0.10332432969779595,0.03161256067961165,0.24320817477096546,0.341402291427478,0.25913939393939395,0.15704144551845342,0.24795893052944865,0.17280560975609754,0.188879724851353,0.6977762429291896,0.18375469709554013,0.16214074061839323,0.7567945205479452,0.18792568483378513,0.6211108547176398,0.6442179017769967,0.5919658210007047,0.3828893892794376,0.3507866915422886,0.08089208949964764,0.100140081799591,0.2415025722339676,0.1204966777408638,0.3323470177943761,0.22372894812719682,0.13445378323108384,0.20091190567484662,0.0714851226993865,0.30016206543967283,0.2511530106707317,0.08980426829268293,0.07273224502487563,0.16218770226537216,0.20508169093648004,0.2235219686033923,0.08553141373287985,0.18228479760289462,0.1218444982545848,0.0736004601226994,1
2.0_1294_SLE_managed,0.10152110859443815,0.166269305019305,0.14573443825910934,0.25398355263157896,0.24066602686168057,0.2050349971719457,0.07224013289036545,0.0989212962962963,0.09109815495965827,0.04400225225225226,0.12845510393722467,0.2656004702792493,0.19631454480796584,0.31333866185897435,0.1242286036036036,0.13717506679997168,0.24404417613636362,0.0845802364864865,0.23144527930155295,0.17168072857682146,0.39173487455353256,0.09064443628650677,0.1649636101973684,0.17284223103057755,0.21539917149292148,0.21552948046432616,0.1245814519089574,0.19904519683354727,0.06778398164335665,0.1846365427927928,0.1046673740803622,0.1464243679163034,0.14453095454545456,0.21480630326704545,0.17657886614684862,0.06751441191795747,0.20357810730464326,0.06535763888888889,0.26752713815789475,0.09788913255360625,0.023099990822320116,0.21934718992248062,0.28552478438888407,0.24039774363233662,0.12408604326923077,0.2108695413961039,0.1448095945945946,0.1710619423804657,0.6562358786205186,0.15799961190871697,0.11878522113787375,0.7407338022954462,0.17401749286005713,0.5927182849536071,0.5768402777777778,0.509263588962717,0.28656998197115385,0.28312140648140083,0.09523778377630122,0.08952875243664718,0.23303500830564783,0.08214656502135738,0.28311885516826923,0.16170923602764423,0.11569948830409356,0.2581485745614035,0.1279826754385965,0.2526917032163743,0.18853716216216218,0.06628108108108108,0.10588097395243488,0.13239062245064448,0.19206322115384614,0.19379721362229105,0.07142345262169579,0.16845881807886337,0.10583232249092174,0.12186086744639377,1
3.0_HC-002_normal_na,0.11625563359672227,0.19638392857142858,0.14161140902366864,0.2776705395299145,0.2605957007027698,0.2613892937706056,0.08085148305084745,0.11289267272079773,0.10652663438256658,0.0714429347826087,0.13311571524339935,0.28809009009009007,0.191432648995149,0.37232893928220256,0.10252717391304347,0.14064053583187006,0.2456514423076923,0.09218138586956522,0.25196370384969125,0.14543153716710566,0.36607086175457554,0.11806109277594426,0.15857682291666667,0.2403547585601405,0.21377209497929606,0.23827132718759148,0.1563865717821782,0.2016000234521576,0.09604227004558864,0.1897061820652174,0.11675015508684862,0.141687587657784,0.1255271153846154,0.18774196213942307,0.1890929487179487,0.06791188651123177,0.21890504280070236,0.05102520699786325,0.26698076923076924,0.11768304843304843,0.027700577557755776,0.23302834274952922,0.3055796245019248,0.2483101694915254,0.11567500737463127,0.20615862522893774,0.1349961956521739,0.15696750465748732,0.7205964226009357,0.17472140250874363,0.13419785045903956,0.7738267569982132,0.1686411001788909,0.6509997304499175,0.6189411258603736,0.5801281387319522,0.34557812499999996,0.302352772337408,0.10161028719397364,0.09751782852564103,0.238344868173258,0.07890324858757063,0.3313331489675516,0.14222075497787612,0.14158926282051285,0.2686636618589744,0.13357804487179487,0.2669608707264957,0.15788833220108697,0.09866467391304347,0.12512462686567166,0.15081176200953428,0.24390086388537716,0.22193787707390647,0.0821017870302137,0.1628682257163381,0.12831470897385364,0.10694480056980057,0
2.0_1522_SLE_managed,0.1135466339869281,0.15927472527472528,0.17064723557692307,0.32201848958333334,0.2763653272503948,0.24673129347852807,0.08073693345323742,0.15767647569444446,0.0744403905447071,0.08347409188034188,0.15381100751768867,0.30726476521485513,0.23263885135135137,0.4084215332915448,0.09653258547008547,0.15582550091911765,0.29994955065359474,0.09023477564102564,0.2661172201773465,0.19677247549019608,0.4118782805429864,0.1450087788259958,0.19279487304687498,0.21109843529411765,0.2401684981684982,0.2650747794117647,0.11383829599056604,0.2331875762195122,0.0992743418303385,0.18136318108974359,0.16385141129032257,0.1447855665839537,0.17398402777777777,0.24456281275531044,0.21953117283950618,0.11373592513694462,0.20487878676470586,0.08308346354166667,0.28932226562499996,0.09532141203703703,0.037552034198113204,0.2572360611510791,0.32350493212669684,0.24892583932853718,0.16051357501044713,0.24225748910675382,0.16157820512820512,0.19882672166427545,0.7021528525382755,0.17508358224134976,0.1394050977967626,0.7545706006322445,0.20622100290697673,0.6347663519091846,0.6447335283465664,0.5600526079136691,0.398095826368575,0.33092070135746604,0.07361091127098321,0.11774765625000001,0.2369441846522782,0.09940615364850976,0.3653388986105307,0.20805769105202673,0.14027875,0.22604843749999998,0.0837103125,0.307796875,0.21312014222756412,0.08921810897435897,0.0888600294117647,0.1865317741090147,0.22432839830457885,0.22930845588235296,0.07920370659993745,0.18595406417112298,0.11595706458089342,0.06752048611111111,1
4.0_1857_SLE_managed,0.07621349025563148,0.0,0.15605952461000536,0.29861982808857807,0.2535775493612079,0.23723178496490846,0.08768351428571429,0.11992960858585859,0.06589482993197279,0.0,0.16160288406934795,0.2816493178893179,0.21207945095445097,0.37207182759327595,0.0,0.158586791714123,0.2749247159090909,0.0,0.24458631229235883,0.1599227885345482,0.3774002102680918,0.13818831284518085,0.17628616695804197,0.21132059225512528,0.0,0.24367720197418377,0.1297877471940139,0.2192392120075047,0.08955283461925528,0.0,0.12111279043537108,0.0,0.16810272727272726,0.2559673591382576,0.1984949279115946,0.08947533663212703,0.1619644077448747,0.060403846153846155,0.27561789772727274,0.09586531986531986,0.043515549839657934,0.22481335714285713,0.30215174347292795,0.2542982857142857,0.15524249692496925,0.233038713023088,0.0,0.15692581532307348,0.6831572456080132,0.17376873866213152,0.14767356398809525,0.0,0.18695202471946656,0.6100899672301482,0.6087556033893672,0.5606322222222222,0.38161973400984006,0.29502308568424745,0.06647777777777777,0.0915276927933178,0.24011398412698415,0.10584068027210884,0.3317424277367774,0.20019310712638375,0.12349545454545453,0.19738002622377623,0.0673506993006993,0.3134197261072261,0.0,0.0,0.08540876993166287,0.1631607948809312,0.21718792830785452,0.21432892842451667,0.08631698757763975,0.15240391385379995,0.11975848837209302,0.06301311188811189,1
4.0_1222_SLE_managed,0.11762221095334685,0.15727857142857143,0.13613698630136986,0.2585660197869102,0.258922620332398,0.2680191052891745,0.07227367256637168,0.09340620243531202,0.06996913190054783,0.0757225,0.13666911509040336,0.287670912062505,0.1830325805257312,0.39731218487394954,0.11817333333333334,0.14372710129310343,0.2375753676470588,0.07665625000000001,0.25016332235713795,0.10767300540906018,0.3518899594320487,0.12507062277855047,0.15156934931506852,0.24369192697768763,0.21991857142857144,0.25558041751183236,0.17758662204450626,0.19375595834725473,0.10000996944232238,0.177824375,0.09473884224480777,0.12604225806451613,0.15899941176470586,0.23121254595588234,0.17670615592761713,0.0835535914576697,0.22072546906693713,0.052191875951293765,0.2652458618721461,0.09015580077794688,0.03765538073713491,0.24963633235004917,0.2810350678733032,0.23567620452310717,0.13867189915966388,0.22492441351540618,0.13207280000000002,0.1317140330480384,0.7337644905387757,0.16112520631408905,0.11627364491150441,0.7691252054794521,0.16291281724540724,0.6618239297533897,0.6083165732959851,0.4946547853162897,0.37379905462184876,0.28455090497737556,0.06564282202556539,0.07910621194824963,0.22826435594886924,0.09264117151285292,0.3524326418067227,0.17881170561974788,0.11863649162861492,0.2669305079908676,0.1339525114155251,0.2639613774733638,0.17961046875,0.101587,0.15658757606490872,0.1625198964611343,0.24380426170468186,0.2011580714477572,0.08278017186097217,0.11962174995390006,0.11375481923578239,0.13333092338914257,1
