"","Tumor_cE01_(StemTA-like)_qval","Tumor_cE03_(StemTA-like_prolif)_qval","Tumor_cE05_(Enterocyte_2)_qval","Tumor_cE02_(StemTA-likeImmature_Goblet)_qval","Tumor_cE06_(Immature_Goblet)_qval"
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_EPI_2",8.40133866289878,10.9616822063454,5.692907569089,12.2077076825808,8.81929745291766
"bioplanet_1414_Oncostatin M",8.34158112536456,10.7834991355568,5.4491570093306,12.029823785811,8.52081551314807
"HALLMARK_P53_PATHWAY",8.28181045583503,9.95124066692045,4.27774724130146,10.842899147577,6.11782438717427
"bioplanet_1443_BDNF signaling pathway",8.28181045583503,9.41546315401738,4.08988583299078,11.4366019802524,7.08309203036536
"bioplanet_596_Immune system signaling by interferons, interleukins, prolactin, and growth hormones",8.28181045583503,10.3080816633913,5.26581831272932,12.029823785811,7.56341736413762
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_PDAC_RELATED_2",8.1622284956402,9.65366846279181,5.51016626673793,11.4959444957529,7.92289297103957
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_SECRETED",8.10241656869274,9.77272097971014,5.51016626673793,10.9616822063454,8.58053539009721
"bioplanet_1157_Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",8.10241656869274,9.89174178128628,2.45462272506508,11.0804432904803,5.81451212107156
"GAVISH_3CA_MALIGNANT_METAPROGRAM_23_SECRETED_2",8.04259023644869,9.71319876323307,5.20459537513544,11.3179024809752,8.34158112536456
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_EPI4",7.86302131771635,9.95124066692045,4.27774724130146,11.6146154525871,7.32341376030738
"HALLMARK_INTERFERON_GAMMA_RESPONSE",7.86302131771635,10.3080816633913,5.38809716495671,11.6146154525871,7.98274915537118
"GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE",7.8031338178932,9.47502743477142,4.58874311331074,10.3080816633913,7.56341736413762
"HALLMARK_ALLOGRAFT_REJECTION",7.8031338178932,10.3675310151524,4.46463314637205,11.3772546688427,7.02295783701611
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_PDAC_RELATED_3",7.743230081815,9.05788340899063,5.20459537513544,10.5458401561425,7.02295783701611
"bioplanet_611_Interferon signaling",7.68330970698055,10.1296929887469,4.83594827885726,11.0804432904803,6.42025668251872
"GAVISH_3CA_MALIGNANT_METAPROGRAM_14_EMT_3",7.62337227761855,10.0107320699014,5.4491570093306,10.5458401561425,7.56341736413762
"GAVISH_3CA_METAPROGRAM_B_CELLS_METABOLISM_MYC",7.62337227761855,10.3080816633913,2.86434129714669,10.1891627764544,6.17837688396006
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_COLON_RELATED",7.56341736413762,9.23671600699212,4.02702395955686,11.8519031723486,9.83223526833615
"bioplanet_810_Lipid and lipoprotein metabolism",7.56341736413762,8.81929745291766,3.26021189852655,10.3675310151524,5.692907569089
"bioplanet_983_HIV infection",7.50344452254853,9.77272097971014,3.64686079299274,10.4864101440805,5.75373115211003
"bioplanet_1102_Tricarboxylic acid (TCA) cycle and respiratory electron transport",7.44345329385727,9.47502743477142,1.54839542259855,10.1891627764544,6.05723678303654
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_METAL_RESPONSE",7.38344320342704,9.59412991820785,4.71250554030836,11.1398158260873,7.98274915537118
"bioplanet_315_Alzheimer's disease",7.38344320342704,10.0107320699014,3.45448751239994,9.83223526833615,5.99661294981079
"HALLMARK_GLYCOLYSIS",7.32341376030738,9.29630762519783,3.774201448168,10.5458401561425,6.48064894916284
"bioplanet_1118_Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins",7.32341376030738,9.59412991820785,3.8376274610658,10.3675310151524,6.29938081655225
"GAVISH_3CA_MALIGNANT_METAPROGRAM_17_INTERFERON_MHC_II_1",7.26336445652832,9.41546315401738,4.83594827885726,10.2486256254016,7.743230081815
"HALLMARK_HYPOXIA",7.26336445652832,9.35588994502578,3.26021189852655,10.7834991355568,6.90262077346934
"bioplanet_318_Huntington's disease",7.26336445652832,9.95124066692045,3.90090159792786,10.7240933347939,5.51016626673793
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_RESPIRATION",7.1432041455184,8.93861150868054,3.32520306741399,9.47502743477142,5.32698490526179
"HALLMARK_FATTY_ACID_METABOLISM",7.1432041455184,8.75962404451154,4.21524186655816,10.4864101440805,6.17837688396006
"bioplanet_204_Phagosome",7.1432041455184,9.1771148977572,4.52673343846708,10.3675310151524,6.35983427673502
"GAVISH_3CA_MALIGNANT_METAPROGRAM_10_PROTEIN_MATURATION",7.08309203036536,8.99825261700104,2.24213534854309,9.47502743477142,6.11782438717427
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_EMT_LIKE_2",7.08309203036536,8.99825261700104,3.32520306741399,8.99825261700104,6.35983427673502
"HALLMARK_KRAS_SIGNALING_UP",7.08309203036536,9.71319876323307,4.77426524841604,10.1296929887469,5.57112668152754
"HALLMARK_XENOBIOTIC_METABOLISM",7.08309203036536,8.69993939739162,3.7106154584935,10.0702161313083,5.75373115211003
"GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_UNASSIGNED_2",7.02295783701611,9.47502743477142,3.38995700888149,9.23671600699212,5.692907569089
"HALLMARK_APOPTOSIS",7.02295783701611,8.52081551314807,3.7106154584935,9.89174178128628,5.51016626673793
"bioplanet_1558_Hemostasis pathway",7.02295783701611,9.59412991820785,3.32520306741399,9.95124066692045,5.4491570093306
"bioplanet_1630_Post-translational protein modification",7.02295783701611,9.1771148977572,4.27774724130146,10.6646816421182,6.17837688396006
"bioplanet_203_Endocytosis",7.02295783701611,9.05788340899063,3.19496851822615,10.3675310151524,6.35983427673502
"HALLMARK_ESTROGEN_RESPONSE_LATE",6.96280096043548,9.71319876323307,4.34014443007373,10.6646816421182,7.44345329385727
"bioplanet_1113_HIV factor interactions with host",6.96280096043548,8.99825261700104,3.06365837230122,9.41546315401738,4.8975576613272
"bioplanet_1517_Developmental biology",6.96280096043548,8.69993939739162,3.38995700888149,9.53458296510492,4.9590962673354
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_ANDROGEN_PROSTATE",6.90262077346934,8.93861150868054,3.32520306741399,10.3080816633913,6.96280096043548
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_MES_GLYCOLYSIS",6.90262077346934,9.41546315401738,3.45448751239994,9.77272097971014,6.66165354576834
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",6.84241662582492,9.41546315401738,3.64686079299274,10.6052639519328,5.51016626673793
"bioplanet_1067_Transmembrane transport of small molecules",6.84241662582492,9.11750409955723,4.34014443007373,10.5458401561425,5.08197190605367
"bioplanet_1452_Antigen processing: cross presentation",6.84241662582492,8.87895986306446,3.12945661091899,10.0702161313083,6.17837688396006
"bioplanet_664_Interferon-gamma signaling pathway",6.84241662582492,9.35588994502578,5.20459537513544,10.6052639519328,6.60134655070911
"GAVISH_3CA_MALIGNANT_METAPROGRAM_18_INTERFERON_MHC_II_2",6.78218784299386,9.11750409955723,4.8975576613272,10.2486256254016,7.32341376030738
"bioplanet_1025_Cell cycle",6.78218784299386,9.05788340899063,3.51880729295332,10.3675310151524,5.4491570093306
"bioplanet_376_Oxidative phosphorylation",6.78218784299386,9.35588994502578,1.63182285867444,10.0107320699014,5.14331397957978
"bioplanet_929_Innate immune system",6.78218784299386,9.05788340899063,4.08988583299078,10.4864101440805,6.29938081655225
"HALLMARK_APICAL_JUNCTION",6.72193372511436,8.1622284956402,3.12945661091899,9.29630762519783,5.14331397957978
"bioplanet_1059_Electron transport chain",6.72193372511436,9.47502743477142,1.63182285867444,9.59412991820785,5.14331397957978
"bioplanet_1425_Interleukin-4 regulation of apoptosis",6.72193372511436,7.86302131771635,4.34014443007373,9.95124066692045,5.75373115211003
"bioplanet_1435_FSH regulation of apoptosis",6.72193372511436,8.93861150868054,4.8975576613272,10.0702161313083,7.02295783701611
"bioplanet_534_Signal transduction",6.72193372511436,9.11750409955723,3.51880729295332,11.0210654479073,6.23889534949567
"bioplanet_807_Amino acid metabolism",6.72193372511436,9.23671600699212,4.46463314637205,9.77272097971014,4.02702395955686
"GAVISH_3CA_METAPROGRAM_B_CELLS_RESPIRATION",6.66165354576834,10.0702161313083,3.26021189852655,10.3675310151524,5.93595171767342
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_RESPIRATION",6.66165354576834,8.75962404451154,3.12945661091899,10.2486256254016,6.23889534949567
"HALLMARK_INTERFERON_ALPHA_RESPONSE",6.66165354576834,9.47502743477142,4.34014443007373,9.83223526833615,6.48064894916284
"bioplanet_316_Parkinson's disease",6.66165354576834,9.71319876323307,2.38447708129283,10.0107320699014,5.20459537513544
"GAVISH_3CA_MALIGNANT_METAPROGRAM_39_METAL_RESPONSE",6.60134655070911,8.1622284956402,4.46463314637205,7.86302131771635,4.46463314637205
"HALLMARK_COMPLEMENT",6.60134655070911,8.75962404451154,4.02702395955686,10.4864101440805,6.11782438717427
"bioplanet_464_Antigen processing and presentation",6.60134655070911,9.65366846279181,5.08197190605367,11.0210654479073,6.84241662582492
"GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_COAGULATION",6.54101195651485,8.52081551314807,3.26021189852655,9.1771148977572,5.32698490526179
"HALLMARK_MTORC1_SIGNALING",6.54101195651485,9.05788340899063,2.45462272506508,10.1296929887469,5.81451212107156
"HALLMARK_MYC_TARGETS_V1",6.54101195651485,8.99825261700104,2.45462272506508,9.95124066692045,6.23889534949567
"bioplanet_1438_EGFR1 pathway",6.54101195651485,7.92289297103957,3.51880729295332,9.65366846279181,6.29938081655225
"bioplanet_890_Axon guidance",6.54101195651485,8.28181045583503,1.0820894169311,8.81929745291766,4.02702395955686
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",6.48064894916284,8.1622284956402,4.77426524841604,10.1891627764544,6.23889534949567
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",6.48064894916284,7.62337227761855,4.08988583299078,9.95124066692045,6.23889534949567
"bioplanet_1671_HIF-1 degradation in normoxia",6.48064894916284,8.10241656869274,2.31366933926636,8.40133866289878,4.1526232066945
"bioplanet_238_Cell adhesion molecules (CAMs)",6.48064894916284,8.52081551314807,5.20459537513544,10.3675310151524,5.99661294981079
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_MYOFIBROBLASTS",6.42025668251872,9.41546315401738,0,8.93861150868054,5.32698490526179
"HALLMARK_UV_RESPONSE_UP",6.42025668251872,8.04259023644869,3.9640314128476,9.35588994502578,5.32698490526179
"bioplanet_1006_Apoptosis",6.42025668251872,9.11750409955723,3.26021189852655,9.59412991820785,5.26581831272932
"bioplanet_279_Pathways in cancer",6.42025668251872,7.62337227761855,2.99755432860017,9.53458296510492,4.8975576613272
"bioplanet_530_Signaling by NGF",6.42025668251872,8.52081551314807,2.09658402476382,8.46108336339579,4.46463314637205
"bioplanet_879_Proteasome degradation",6.42025668251872,9.05788340899063,4.02702395955686,9.59412991820785,4.77426524841604
"GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC",6.35983427673502,8.87895986306446,0,7.32341376030738,4.1526232066945
"bioplanet_1151_mRNA stability regulation by proteins that bind AU-rich elements",6.35983427673502,9.29630762519783,2.79718296117001,8.93861150868054,5.51016626673793
"bioplanet_1732_Adipogenesis",6.35983427673502,7.02295783701611,2.02238435634454,8.81929745291766,4.1526232066945
"bioplanet_228_Calcium signaling pathway",6.35983427673502,7.743230081815,2.02238435634454,7.92289297103957,4.08988583299078
"bioplanet_801_Respiratory electron transport, ATP biosynthesis by chemiosmotic coupling, and heat production by uncoupling proteins",6.35983427673502,9.1771148977572,2.02238435634454,9.11750409955723,4.65066595547066
"bioplanet_535_Signaling by GPCR",6.29938081655225,8.52081551314807,3.58292809650934,10.1296929887469,5.692907569089
"bioplanet_226_MAPK signaling pathway",6.17837688396006,8.75962404451154,3.32520306741399,10.1296929887469,5.63203991884204
"bioplanet_296_Viral myocarditis",6.17837688396006,8.34158112536456,4.77426524841604,9.41546315401738,5.51016626673793
"HALLMARK_MYOGENESIS",6.05723678303654,8.04259023644869,3.7106154584935,8.10241656869274,4.46463314637205
"bioplanet_117_mTOR signaling pathway",6.05723678303654,7.38344320342704,1.79264375407162,7.98274915537118,3.51880729295332
"bioplanet_1440_Prolactin regulation of apoptosis",6.05723678303654,7.743230081815,3.45448751239994,9.11750409955723,4.52673343846708
"bioplanet_447_Salivary secretion",6.05723678303654,7.8031338178932,2.24213534854309,8.46108336339579,5.692907569089
"HALLMARK_IL2_STAT5_SIGNALING",5.99661294981079,8.1622284956402,3.51880729295332,9.59412991820785,6.48064894916284
"bioplanet_1467_Transcription",5.99661294981079,8.22202635035745,2.02238435634454,8.46108336339579,4.1526232066945
"bioplanet_624_Interleukin-4 signaling pathway",5.99661294981079,6.84241662582492,4.46463314637205,8.22202635035745,4.83594827885726
"GAVISH_3CA_MALIGNANT_METAPROGRAM_40_PDAC_RELATED",5.93595171767342,8.81929745291766,4.46463314637205,9.71319876323307,6.72193372511436
"GAVISH_3CA_METAPROGRAM_CD4_T_CELLS_UNASSIGNED",5.93595171767342,9.1771148977572,2.02238435634454,9.29630762519783,5.63203991884204
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_V_ATPASE",5.93595171767342,7.92289297103957,4.1526232066945,9.11750409955723,5.99661294981079
"HALLMARK_ANDROGEN_RESPONSE",5.93595171767342,7.68330970698055,2.86434129714669,8.69993939739162,5.32698490526179
"bioplanet_265_Protein processing in the endoplasmic reticulum",5.93595171767342,8.81929745291766,2.31366933926636,9.77272097971014,5.63203991884204
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_ALVEOLAR",5.87525186609889,7.44345329385727,4.71250554030836,8.10241656869274,5.0205668205026
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_MYC",5.87525186609889,8.34158112536456,0.555631792773111,7.56341736413762,3.51880729295332
"HALLMARK_PROTEIN_SECRETION",5.87525186609889,7.86302131771635,2.24213534854309,7.92289297103957,4.21524186655816
"bioplanet_1585_Membrane trafficking",5.87525186609889,8.22202635035745,1.79264375407162,8.64024326413499,5.4491570093306
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_EMT_LIKE_1",5.81451212107156,8.52081551314807,2.52416266861859,8.34158112536456,5.20459537513544
"HALLMARK_ESTROGEN_RESPONSE_EARLY",5.81451212107156,8.69993939739162,4.52673343846708,10.0107320699014,6.11782438717427
"bioplanet_1332_p53 signaling pathway",5.81451212107156,7.02295783701611,2.52416266861859,8.46108336339579,4.58874311331074
"bioplanet_199_Tight junction",5.81451212107156,7.02295783701611,0.852447368089837,7.98274915537118,4.52673343846708
"GAVISH_3CA_METAPROGRAM_CD4_T_CELLS_GLYCOLYSIS_MYC",5.75373115211003,7.86302131771635,1.63182285867444,8.40133866289878,3.90090159792786
"HALLMARK_ADIPOGENESIS",5.75373115211003,8.46108336339579,2.72961951043919,9.23671600699212,4.52673343846708
"bioplanet_1205_Immunoregulatory interactions between a lymphoid and a non-lymphoid cell",5.75373115211003,7.56341736413762,3.45448751239994,9.35588994502578,5.32698490526179
"bioplanet_686_Interferon alpha/beta signaling",5.75373115211003,7.743230081815,3.06365837230122,8.99825261700104,5.93595171767342
"GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION",5.692907569089,8.40133866289878,1.46249545903624,8.75962404451154,5.08197190605367
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_CAF_5",5.692907569089,7.68330970698055,2.38447708129283,8.69993939739162,5.14331397957978
"bioplanet_1518_Diabetes pathways",5.692907569089,7.02295783701611,0.555631792773111,7.92289297103957,4.71250554030836
"bioplanet_1738_Myometrial relaxation and contraction pathways",5.692907569089,8.04259023644869,2.59314674895169,8.34158112536456,3.774201448168
"bioplanet_452_Insulin signaling pathway",5.692907569089,8.04259023644869,3.774201448168,8.99825261700104,5.26581831272932
"bioplanet_977_Integrated breast cancer pathway",5.692907569089,7.26336445652832,2.86434129714669,8.58053539009721,4.9590962673354
"GAVISH_3CA_METAPROGRAM_B_CELLS_MEMORY",5.63203991884204,7.2032947663576,1.63182285867444,7.743230081815,4.8975576613272
"GAVISH_3CA_METAPROGRAM_B_CELLS_PLASMA",5.63203991884204,8.22202635035745,1.71314234597993,9.23671600699212,4.40243822748864
"GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_GLYCOLYSIS_MYC",5.63203991884204,9.23671600699212,1.46249545903624,7.86302131771635,4.02702395955686
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_METABOLISM_KIDNEY_1",5.63203991884204,7.62337227761855,3.38995700888149,8.40133866289878,5.20459537513544
"bioplanet_1698_Translation factors",5.63203991884204,8.75962404451154,0.972365132332984,7.8031338178932,3.774201448168
"bioplanet_473_Leukocyte transendothelial migration",5.63203991884204,6.96280096043548,2.59314674895169,8.46108336339579,4.27774724130146
"bioplanet_608_PDGFB signaling pathway",5.63203991884204,7.98274915537118,2.16980172960678,7.38344320342704,3.26021189852655
"GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_ENDO_6",5.57112668152754,7.08309203036536,2.66161921220234,7.56341736413762,4.8975576613272
"HALLMARK_DNA_REPAIR",5.57112668152754,8.28181045583503,1.71314234597993,8.1622284956402,4.08988583299078
"bioplanet_1017_Mitochondrial pathway of apoptosis: caspases",5.57112668152754,6.23889534949567,2.66161921220234,7.2032947663576,5.26581831272932
"bioplanet_1138_Messenger RNA processing",5.57112668152754,8.58053539009721,1.94708842345427,8.04259023644869,4.58874311331074
"GAVISH_3CA_MALIGNANT_METAPROGRAM_11_TRANSLATION_INITIATION",5.51016626673793,9.35588994502578,0,7.32341376030738,4.34014443007373
"GAVISH_3CA_MALIGNANT_METAPROGRAM_8_PROTEASOMAL_DEGRADATION",5.51016626673793,7.743230081815,0.972365132332984,6.90262077346934,3.64686079299274
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_EPI_1",5.51016626673793,8.10241656869274,3.12945661091899,8.93861150868054,5.99661294981079
"bioplanet_197_Focal adhesion",5.51016626673793,7.26336445652832,1.46249545903624,7.98274915537118,5.38809716495671
"bioplanet_230_Wnt signaling pathway",5.51016626673793,7.62337227761855,2.16980172960678,8.1622284956402,4.46463314637205
"bioplanet_260_Spliceosome",5.51016626673793,7.743230081815,2.31366933926636,7.56341736413762,3.774201448168
"bioplanet_723_Nuclear beta-catenin signaling and target gene transcription regulation",5.51016626673793,7.44345329385727,1.54839542259855,7.2032947663576,3.12945661091899
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_STRESS_HSP",5.4491570093306,7.02295783701611,1.79264375407162,7.98274915537118,5.81451212107156
"HALLMARK_COAGULATION",5.4491570093306,7.86302131771635,2.52416266861859,8.46108336339579,5.0205668205026
"HALLMARK_PEROXISOME",5.4491570093306,7.44345329385727,3.26021189852655,8.46108336339579,4.1526232066945
"bioplanet_529_Signaling by the B cell receptor (BCR)",5.4491570093306,8.04259023644869,2.24213534854309,9.05788340899063,4.08988583299078
"bioplanet_558_LKB1 signaling events",5.4491570093306,6.11782438717427,0,5.57112668152754,2.02238435634454
"bioplanet_683_Platelet activation, signaling and aggregation",5.4491570093306,8.40133866289878,3.12945661091899,9.23671600699212,5.26581831272932
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_METABOLISM_KIDNEY_2",5.38809716495671,7.32341376030738,3.45448751239994,8.99825261700104,5.99661294981079
"bioplanet_1072_Iron uptake and transport",5.38809716495671,4.9590962673354,1.46249545903624,6.84241662582492,2.31366933926636
"bioplanet_1591_Mitotic G1-G1/S phases",5.38809716495671,7.98274915537118,2.72961951043919,8.69993939739162,3.12945661091899
"bioplanet_274_TGF-beta signaling pathway",5.38809716495671,8.04259023644869,2.59314674895169,8.81929745291766,4.77426524841604
"bioplanet_489_Antigen-activated B-cell receptor generation of second messengers",5.38809716495671,8.10241656869274,3.58292809650934,9.53458296510492,5.14331397957978
"bioplanet_871_Fatty acid, triacylglycerol, and ketone body metabolism",5.38809716495671,7.38344320342704,2.09658402476382,8.22202635035745,4.02702395955686
"bioplanet_1159_Destabilization of mRNA by AUF1 (hnRNP D0)",5.32698490526179,7.743230081815,2.66161921220234,8.04259023644869,4.27774724130146
"bioplanet_1760_Calcium regulation in the cardiac cell",5.32698490526179,8.10241656869274,1.54839542259855,7.38344320342704,3.64686079299274
"GAVISH_3CA_METAPROGRAM_B_CELLS_HSP_STRESS",5.26581831272932,7.08309203036536,3.774201448168,8.22202635035745,4.83594827885726
"HALLMARK_UV_RESPONSE_DN",5.26581831272932,8.81929745291766,2.31366933926636,8.87895986306446,4.8975576613272
"bioplanet_1312_Myc active pathway",5.26581831272932,6.96280096043548,2.31366933926636,7.86302131771635,4.58874311331074
"bioplanet_1343_AP-1 transcription factor network",5.26581831272932,7.743230081815,2.31366933926636,7.8031338178932,3.8376274610658
"bioplanet_1418_Interleukin-1 regulation of extracellular matrix",5.26581831272932,7.86302131771635,3.8376274610658,9.53458296510492,5.20459537513544
"bioplanet_196_Actin cytoskeleton regulation",5.26581831272932,7.92289297103957,2.59314674895169,8.22202635035745,5.26581831272932
"bioplanet_449_Pancreatic secretion",5.26581831272932,7.62337227761855,2.31366933926636,8.81929745291766,5.26581831272932
"bioplanet_511_Signaling by FGFR in disease",5.26581831272932,6.84241662582492,1.63182285867444,7.32341376030738,3.32520306741399
"GAVISH_3CA_METAPROGRAM_CD4_T_CELLS_STRESS_HSP",5.20459537513544,6.17837688396006,1.79264375407162,8.52081551314807,4.65066595547066
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_STRESS",5.20459537513544,7.32341376030738,2.45462272506508,8.81929745291766,4.27774724130146
"bioplanet_858_Integration of energy metabolism",5.20459537513544,7.08309203036536,0,7.86302131771635,4.40243822748864
"bioplanet_1434_Thymic stromal lymphopoietin (TSLP) pathway",5.14331397957978,7.02295783701611,2.79718296117001,7.26336445652832,4.52673343846708
"bioplanet_271_Integrin signaling pathway",5.14331397957978,7.32341376030738,2.45462272506508,8.10241656869274,4.65066595547066
"bioplanet_411_Purine metabolism",5.14331397957978,7.50344452254853,0,7.98274915537118,4.34014443007373
"bioplanet_635_Interleukin-12-mediated signaling events",5.14331397957978,7.08309203036536,3.06365837230122,7.26336445652832,4.21524186655816
"bioplanet_845_Phospholipid metabolism",5.14331397957978,7.44345329385727,1.94708842345427,7.86302131771635,3.64686079299274
"bioplanet_980_Amyloids",5.14331397957978,7.1432041455184,1.63182285867444,7.68330970698055,4.40243822748864
"GAVISH_3CA_MALIGNANT_METAPROGRAM_25_ASTROCYTES",5.08197190605367,7.56341736413762,1.37365479582814,8.75962404451154,5.32698490526179
"GAVISH_3CA_MALIGNANT_METAPROGRAM_35_HEMATO_RELATED_1",5.08197190605367,6.78218784299386,4.34014443007373,9.23671600699212,5.4491570093306
"GAVISH_3CA_METAPROGRAM_B_CELLS_MHC_II",5.08197190605367,7.92289297103957,4.08988583299078,8.1622284956402,5.63203991884204
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_MYC_MITOCHONDRIA",5.08197190605367,8.34158112536456,0,6.60134655070911,3.45448751239994
"HALLMARK_MITOTIC_SPINDLE",5.08197190605367,7.68330970698055,1.63182285867444,7.38344320342704,4.34014443007373
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",5.08197190605367,7.86302131771635,2.09658402476382,7.92289297103957,3.26021189852655
"bioplanet_1016_Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family",5.08197190605367,6.96280096043548,0.717228832352143,7.743230081815,3.12945661091899
"bioplanet_509_Signaling by ERBB2",5.08197190605367,6.48064894916284,1.54839542259855,7.08309203036536,3.51880729295332
"GAVISH_3CA_MALIGNANT_METAPROGRAM_5_STRESS",5.0205668205026,6.42025668251872,1.94708842345427,9.35588994502578,4.83594827885726
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_STRESS",5.0205668205026,6.90262077346934,3.51880729295332,8.87895986306446,5.99661294981079
"HALLMARK_HEME_METABOLISM",5.0205668205026,7.02295783701611,2.66161921220234,8.28181045583503,4.58874311331074
"bioplanet_1172_DNA replication",5.0205668205026,7.86302131771635,2.52416266861859,8.34158112536456,4.08988583299078
"bioplanet_1426_Interleukin-5 regulation of apoptosis",5.0205668205026,6.60134655070911,2.59314674895169,8.81929745291766,5.81451212107156
"bioplanet_298_Type 1 diabetes mellitus",5.0205668205026,7.32341376030738,4.1526232066945,8.75962404451154,5.38809716495671
"GAVISH_3CA_MALIGNANT_METAPROGRAM_34_PLATELET_ACTIVATION",4.9590962673354,6.42025668251872,2.52416266861859,7.08309203036536,3.90090159792786
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_MHC_II",4.9590962673354,6.60134655070911,2.38447708129283,8.22202635035745,4.71250554030836
"bioplanet_1026_Cell cycle checkpoints",4.9590962673354,7.02295783701611,2.31366933926636,7.8031338178932,2.99755432860017
"bioplanet_1431_RANKL regulation of apoptosis and immune response",4.9590962673354,6.78218784299386,2.16980172960678,7.68330970698055,4.08988583299078
"bioplanet_409_Glutathione metabolism",4.9590962673354,6.66165354576834,2.09658402476382,6.48064894916284,2.86434129714669
"GAVISH_3CA_MALIGNANT_METAPROGRAM_3_CELL_CYLCE_HMG_RICH",4.8975576613272,7.56341736413762,1.18446358541782,7.44345329385727,3.64686079299274
