"","Tumor_cE01_(StemTA-like)_qval","Tumor_cE03_(StemTA-like_prolif)_qval","Tumor_cE05_(Enterocyte_2)_qval","Tumor_cE02_(StemTA-likeImmature_Goblet)_qval","Tumor_cE06_(Immature_Goblet)_qval"
"GAVISH_3CA_MALIGNANT_METAPROGRAM_14_EMT_3",11.8650235920286,15.0899224673162,7.22208936462738,15.9263901119882,10.3677664263596
"HALLMARK_ESTROGEN_RESPONSE_LATE",11.7811286206084,14.2949130561828,6.9536702321276,15.9263901119882,10.4582454965515
"bioplanet_611_Interferon signaling",11.7811286206084,14.7133873390954,6.48890137253593,16.2608810470354,9.55271489880861
"HALLMARK_INTERFERON_GAMMA_RESPONSE",11.6133123020287,15.7173065797772,6.43988387540206,16.678925349952,10.1867622255814
"bioplanet_318_Huntington's disease",11.5713525784338,15.0899224673162,4.70718471404528,15.7591249853624,7.5980707233717
"GAVISH_3CA_MALIGNANT_METAPROGRAM_23_SECRETED_2",11.3615187600923,14.3786169510291,6.92924618363837,16.6371242290026,11.6784136722063
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_PDAC_RELATED_3",11.3195447611995,13.9600496673495,6.88038634592949,15.7173065797772,9.4167282002138
"HALLMARK_P53_PATHWAY",11.3195447611995,14.6715448861195,5.23137012204621,15.6336671686381,8.64518903825088
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_PDAC_RELATED_2",11.2775682834807,14.5460110161725,6.48890137253593,16.7625254564994,11.2945248109542
"GAVISH_3CA_METAPROGRAM_B_CELLS_METABOLISM_MYC",11.2355892972831,15.2990737375435,4.32928409637945,14.8389083246774,8.41791499509048
"bioplanet_1443_BDNF signaling pathway",11.2355892972831,14.4204671668782,4.88247060353361,16.9715135301434,9.96041600641803
"GAVISH_3CA_METAPROGRAM_B_CELLS_RESPIRATION",11.1516236784958,14.4204671668782,4.53125091040709,15.7173065797772,8.00834458713575
"GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_UNASSIGNED_2",11.1516236784958,14.6297013546283,4.2532715057735,14.4204671668782,7.734914168037
"bioplanet_1006_Apoptosis",11.1516236784958,14.5460110161725,4.75732923014554,13.9600496673495,6.82071059531121
"bioplanet_810_Lipid and lipoprotein metabolism",11.0256556680528,14.1693483915109,5.0571789140033,15.4245531209033,8.14494066449734
"HALLMARK_HYPOXIA",10.9836609814659,13.8344553429748,5.60312991068658,15.2990737375435,9.23533983829795
"bioplanet_1435_FSH regulation of apoptosis",10.9836609814659,13.9181861743595,5.35550507383538,15.1735858705928,9.68865714459462
"GAVISH_3CA_MALIGNANT_METAPROGRAM_10_PROTEIN_MATURATION",10.9416635652252,12.8292475501667,4.1007468644261,14.2112044709067,8.84959007556475
"bioplanet_1118_Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins",10.9416635652252,14.2530593553834,5.30587841614067,15.3827275886599,8.69062301476701
"GAVISH_3CA_MALIGNANT_METAPROGRAM_19_EPITHELIAL_SENESCENCE",10.8996633856729,13.9181861743595,5.55366956380199,15.7173065797772,9.98305536355506
"bioplanet_464_Antigen processing and presentation",10.8576604086041,13.9181861743595,6.78261845557489,15.7173065797772,9.64334787848342
"GAVISH_3CA_MALIGNANT_METAPROGRAM_17_INTERFERON_MHC_II_1",10.8156545992565,14.6715448861195,6.73370966297899,15.6754873100175,9.32604468283046
"HALLMARK_KRAS_SIGNALING_UP",10.7736459222984,13.6251052418665,5.99778008828729,15.3827275886599,8.19045607985242
"bioplanet_1067_Transmembrane transport of small molecules",10.7736459222984,13.4576006116877,5.9731642678324,14.7133873390954,7.55243602764398
"bioplanet_1025_Cell cycle",10.7316343418179,14.1693483915109,5.03225355829283,14.5460110161725,7.87167055024146
"bioplanet_534_Signal transduction",10.7316343418179,13.6251052418665,5.10699816837242,15.2990737375435,9.37138906628562
"bioplanet_204_Phagosome",10.6896198213099,14.0856326022918,5.7513310849562,15.8009425341357,8.37243851324516
"bioplanet_315_Alzheimer's disease",10.6896198213099,14.7133873390954,4.30396415558649,15.5082014390588,7.91723748890553
"HALLMARK_MYC_TARGETS_V1",10.6476023236652,13.8763214037099,2.78905575787168,14.2530593553834,8.64518903825088
"bioplanet_1102_Tricarboxylic acid (TCA) cycle and respiratory electron transport",10.6476023236652,15.0480892921746,2.95206001595511,15.3827275886599,7.91723748890553
"GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_COAGULATION",10.6055818111568,13.7507193007492,4.17709559507677,13.4994788693825,7.0497184886472
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",10.6055818111568,14.8807465607606,4.2025062834473,15.257245402272,8.00834458713575
"bioplanet_664_Interferon-gamma signaling pathway",10.6055818111568,14.1693483915109,7.02691941317739,15.8845750902884,8.82688532633897
"bioplanet_1630_Post-translational protein modification",10.563558245428,13.9600496673495,4.98237056461308,15.1317546572099,8.03111590001731
"bioplanet_983_HIV infection",10.4795017976529,14.7133873390954,4.65698738138641,15.1317546572099,8.32695451378282
"HALLMARK_APOPTOSIS",10.437468835623,12.8292475501667,4.85746664910857,14.7133873390954,7.78050906228041
"HALLMARK_GLYCOLYSIS",10.437468835623,13.8763214037099,4.75732923014554,15.1317546572099,8.69062301476701
"HALLMARK_XENOBIOTIC_METABOLISM",10.437468835623,14.0856326022918,5.30587841614067,15.2154161161012,9.14461299141116
"bioplanet_1059_Electron transport chain",10.437468835623,14.8389083246774,2.56785043820711,15.006255122945,6.77486696136643
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_ANDROGEN_PROSTATE",10.395432660378,13.7925879795698,5.08209373014949,15.2990737375435,10.277272146738
"bioplanet_1452_Antigen processing: cross presentation",10.3533932302075,14.2949130561828,4.35458687444958,15.0480892921746,8.69062301476701
"bioplanet_1517_Developmental biology",10.3533932302075,13.038737315964,4.60673542506386,14.5460110161725,7.09548001710286
"bioplanet_226_MAPK signaling pathway",10.3113505026872,13.2063006642156,4.15166571074427,15.0480892921746,8.39517768577077
"bioplanet_376_Oxidative phosphorylation",10.3113505026872,14.4204671668782,2.62361961276089,15.1735858705928,7.00394397895695
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_EMT_LIKE_2",10.269304434664,13.2063006642156,4.75732923014554,13.7925879795698,8.53157414630073
"bioplanet_279_Pathways in cancer",10.269304434664,12.0747241233547,3.76763705013598,14.0437728692755,6.88944911544471
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_MES_GLYCOLYSIS",10.2272549822398,13.4576006116877,4.95741258608753,14.9225837663409,9.46206216480981
"HALLMARK_FATTY_ACID_METABOLISM",10.2272549822398,13.2900732017819,4.98237056461308,15.8009425341357,9.05386343856592
"bioplanet_807_Amino acid metabolism",10.2272549822398,13.3319572401424,5.7513310849562,13.5832311706137,6.54542137085824
"bioplanet_316_Parkinson's disease",10.1852021007562,14.58785673467,3.37757858259771,15.257245402272,7.50679089941254
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_RESPIRATION",10.1010858680733,14.5041641889414,3.94748905858861,14.1693483915109,6.95815621712943
"HALLMARK_COMPLEMENT",10.1010858680733,13.7088492936037,5.10699816837242,14.6715448861195,9.09924109835834
"HALLMARK_MTORC1_SIGNALING",10.0590224236033,13.4157209304926,4.65698738138641,14.5041641889414,7.87167055024146
"bioplanet_1113_HIV factor interactions with host",10.0590224236033,13.8763214037099,3.37757858259771,14.5041641889414,7.734914168037
"bioplanet_1558_Hemostasis pathway",10.0590224236033,14.58785673467,4.65698738138641,15.0899224673162,8.37243851324516
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_COLON_RELATED",9.93281020064048,13.7088492936037,5.206515261266,17.1386918091486,13.8657388572543
"GAVISH_3CA_MALIGNANT_METAPROGRAM_18_INTERFERON_MHC_II_2",9.89073199783804,13.1225220772236,6.29271143450241,14.6715448861195,9.14461299141116
"GAVISH_3CA_MALIGNANT_METAPROGRAM_20_MYC",9.89073199783804,12.2843742471542,1.63596729597246,10.4795017976529,4.8305867109216
"bioplanet_1425_Interleukin-4 regulation of apoptosis",9.84864997925647,12.535891654889,5.7513310849562,14.5460110161725,8.82688532633897
"bioplanet_801_Respiratory electron transport, ATP biosynthesis by chemiosmotic coupling, and heat production by uncoupling proteins",9.84864997925647,14.3786169510291,2.76166399874945,14.2949130561828,6.40755967663674
"HALLMARK_UV_RESPONSE_DN",9.80656409259709,12.6616259615825,3.50839649437488,13.2900732017819,6.52245495741567
"bioplanet_1151_mRNA stability regulation by proteins that bind AU-rich elements",9.80656409259709,14.2949130561828,4.50605998837496,13.2900732017819,7.64369518428841
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",9.7644742846153,12.6197162819147,5.35550507383538,14.6715448861195,8.14494066449734
"bioplanet_929_Innate immune system",9.7644742846153,13.5413557177084,4.98237056461308,15.2154161161012,7.68930960317202
"bioplanet_879_Proteasome degradation",9.63818078564761,13.038737315964,4.55642695404584,13.2900732017819,7.1869651777943
"bioplanet_890_Axon guidance",9.63818078564761,12.535891654889,3.32499689675962,13.3738398114797,6.68313519830028
"HALLMARK_IL2_STAT5_SIGNALING",9.59607474025149,12.8292475501667,5.30587841614067,14.2530593553834,7.91723748890553
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_EPI_1",9.55396449235275,12.032788139781,4.1007468644261,13.6251052418665,9.46206216480981
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_RESPIRATION",9.55396449235275,13.4576006116877,5.00731749799464,13.7925879795698,7.27840148707129
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",9.55396449235275,11.8650235920286,5.206515261266,14.5041641889414,8.28146286525085
"bioplanet_1138_Messenger RNA processing",9.55396449235275,12.0747241233547,0.989449552976315,11.990850117963,6.26953980792557
"bioplanet_296_Viral myocarditis",9.55396449235275,12.1166580912819,5.80067420225942,13.4157209304926,7.09548001710286
"bioplanet_452_Insulin signaling pathway",9.55396449235275,11.6133123020287,4.30396415558649,13.1644121346221,6.68313519830028
"GAVISH_3CA_MALIGNANT_METAPROGRAM_40_PDAC_RELATED",9.5118499825618,12.410141259627,4.85746664910857,14.8807465607606,8.66790686796096
"bioplanet_1585_Membrane trafficking",9.5118499825618,12.326298464567,4.12621626043138,13.1225220772236,6.49948439258883
"bioplanet_535_Signaling by GPCR",9.46973115038081,13.7088492936037,3.84486472862566,14.58785673467,7.78050906228041
"bioplanet_624_Interleukin-4 signaling pathway",9.46973115038081,10.5215315874789,4.98237056461308,12.4520598778371,7.36979086569929
"HALLMARK_ADIPOGENESIS",9.4276079341779,12.8711487541813,4.35458687444958,13.3738398114797,6.49948439258883
"HALLMARK_ESTROGEN_RESPONSE_EARLY",9.4276079341779,13.5832311706137,5.30587841614067,14.4623162426581,8.09941704290926
"bioplanet_1438_EGFR1 pathway",9.4276079341779,13.1644121346221,5.7513310849562,14.0019118949495,7.20982875815838
"HALLMARK_APICAL_JUNCTION",9.38548027116059,12.8292475501667,3.89622461612281,13.9181861743595,7.89445515243091
"bioplanet_265_Protein processing in the endoplasmic reticulum",9.38548027116059,12.9549462521993,3.00592474245888,14.4623162426581,7.50679089941254
"bioplanet_274_TGF-beta signaling pathway",9.34334809734849,11.7811286206084,3.29864791673503,12.9968425800454,6.63724641941615
"GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_GLYCOLYSIS_MYC",9.30121134754527,12.7873446865314,2.10677771556096,11.8650235920286,5.53024349787762
"HALLMARK_INTERFERON_ALPHA_RESPONSE",9.30121134754527,13.4157209304926,5.30587841614067,14.3786169510291,8.41791499509048
"bioplanet_203_Endocytosis",9.30121134754527,13.2481876815039,4.15166571074427,15.006255122945,8.14494066449734
"HALLMARK_ANDROGEN_RESPONSE",9.25906995530979,11.9489100349696,3.92186852458595,12.9549462521993,7.41546852914331
"bioplanet_271_Integrin signaling pathway",9.25906995530979,11.1096369842285,2.84363936709809,12.0747241233547,6.72900860244256
"bioplanet_530_Signaling by NGF",9.25906995530979,11.5713525784338,2.48353786035893,12.9549462521993,5.4141489344679
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_MYOFIBROBLASTS",9.17477297137435,13.3738398114797,0,13.1644121346221,6.26953980792557
"bioplanet_1732_Adipogenesis",9.17477297137435,10.9416635652252,3.21935660383936,12.2843742471542,5.71563571625466
"GAVISH_3CA_MALIGNANT_METAPROGRAM_39_METAL_RESPONSE",9.13261724029653,11.6552697420173,5.40509652887937,13.038737315964,6.06218845265794
"HALLMARK_DNA_REPAIR",9.13261724029653,12.5778048526058,1.60242343575661,12.2424481222911,5.73878051373902
"bioplanet_1698_Translation factors",9.13261724029653,12.6616259615825,1.70204409989669,11.8650235920286,5.48382731017603
"bioplanet_977_Integrated breast cancer pathway",9.13261724029653,11.9069678675302,4.35458687444958,12.2005200689587,6.77486696136643
"bioplanet_1440_Prolactin regulation of apoptosis",9.09045658796697,12.2843742471542,4.50605998837496,13.5413557177084,6.95815621712943
"GAVISH_3CA_MALIGNANT_METAPROGRAM_21_RESPIRATION",8.9639443649708,12.8711487541813,1.95536020685558,13.4157209304926,6.61429615884804
"bioplanet_238_Cell adhesion molecules (CAMs)",8.9639443649708,13.3319572401424,6.36632060238354,14.5460110161725,8.91769492251978
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_METABOLISM_KIDNEY_1",8.92176328181359,11.9069678675302,4.80742265752605,12.4520598778371,6.88944911544471
"bioplanet_1332_p53 signaling pathway",8.92176328181359,11.0256556680528,3.05957578633225,12.2424481222911,5.992979325487
"GAVISH_3CA_METAPROGRAM_CD4_T_CELLS_UNASSIGNED",8.83738512998804,12.8711487541813,3.89622461612281,13.2481876815039,7.68930960317202
"bioplanet_1467_Transcription",8.83738512998804,12.2005200689587,1.49949500228203,12.4939766697329,5.48382731017603
"GAVISH_3CA_MALIGNANT_METAPROGRAM_13_EMT_2",8.79518789835084,11.0256556680528,2.01646559413339,12.2424481222911,5.39090799225527
"bioplanet_196_Actin cytoskeleton regulation",8.75298511817161,11.9069678675302,3.35130680398583,13.2900732017819,6.72900860244256
"HALLMARK_PEROXISOME",8.71077670378372,11.7811286206084,3.48230223668804,11.5713525784338,5.48382731017603
"bioplanet_1671_HIF-1 degradation in normoxia",8.71077670378372,11.9069678675302,3.16628152954784,11.6972249246219,6.40755967663674
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_METABOLISM_KIDNEY_2",8.66856256777083,10.7736459222984,5.18165078298446,13.2900732017819,8.55430060554326
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_V_ATPASE",8.66856256777083,11.9489100349696,5.7513310849562,14.0019118949495,8.28146286525085
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_UNFOLDED_PROTEIN_RESPONSE",8.66856256777083,12.0747241233547,2.62361961276089,12.5778048526058,6.40755967663674
"bioplanet_117_mTOR signaling pathway",8.66856256777083,11.9489100349696,2.67906366066158,12.032788139781,4.78364275996505
"bioplanet_1159_Destabilization of mRNA by AUF1 (hnRNP D0)",8.62634262092226,12.6616259615825,3.43001137705433,12.3682207952494,7.0497184886472
"bioplanet_447_Salivary secretion",8.62634262092226,11.5293905446094,3.79340536223209,13.0806304763112,7.09548001710286
"bioplanet_980_Amyloids",8.5841167721869,10.3113505026872,2.92504372006914,10.8576604086041,7.02683287321443
"GAVISH_3CA_METAPROGRAM_CD4_T_CELLS_GLYCOLYSIS_MYC",8.54188492862571,13.038737315964,1.98600821256631,12.1166580912819,6.47650962976355
"bioplanet_489_Antigen-activated B-cell receptor generation of second messengers",8.54188492862571,11.3615187600923,4.98237056461308,14.4204671668782,7.34694781951359
"bioplanet_529_Signaling by the B cell receptor (BCR)",8.54188492862571,12.0747241233547,3.74184224826919,13.2900732017819,6.63724641941615
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_ALVEOLAR",8.49964699536276,11.3615187600923,6.14534844868033,12.2843742471542,7.23268931642603
"HALLMARK_UV_RESPONSE_UP",8.49964699536276,11.990850117963,4.73226346436993,14.0019118949495,7.5980707233717
"bioplanet_1205_Immunoregulatory interactions between a lymphoid and a non-lymphoid cell",8.49964699536276,11.8230771844969,4.83245073229797,13.4994788693825,7.5980707233717
"bioplanet_1340_ERBB1 downstream pathway",8.49964699536276,11.9069678675302,2.65138096734236,11.9069678675302,5.62299269681731
"bioplanet_473_Leukocyte transendothelial migration",8.49964699536276,10.9836609814659,3.05957578633225,12.2843742471542,6.68313519830028
"HALLMARK_MYOGENESIS",8.45740287553469,12.3682207952494,4.83245073229797,12.7035339101156,6.54542137085824
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",8.45740287553469,11.6972249246219,2.62361961276089,11.2355892972831,5.71563571625466
"GAVISH_3CA_MALIGNANT_METAPROGRAM_35_HEMATO_RELATED_1",8.4151524702387,11.1936077724868,4.88247060353361,12.9130483158466,6.72900860244256
"GAVISH_3CA_METAPROGRAM_B_CELLS_MHC_II",8.4151524702387,11.8230771844969,4.35458687444958,12.7454401457654,8.19045607985242
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_EMT_LIKE_1",8.4151524702387,12.8711487541813,2.48353786035893,13.038737315964,6.29255456966454
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_CAF_5",8.4151524702387,11.6972249246219,3.24582879829721,13.0806304763112,7.11835599602917
"bioplanet_1738_Myometrial relaxation and contraction pathways",8.4151524702387,12.535891654889,3.89622461612281,12.5778048526058,6.0391240608358
"bioplanet_1760_Calcium regulation in the cardiac cell",8.4151524702387,12.8292475501667,1.66916740787688,11.2355892972831,4.07328489832581
"bioplanet_199_Tight junction",8.4151524702387,10.9416635652252,3.13967636667097,11.3195447611995,6.13135048251924
"bioplanet_228_Calcium signaling pathway",8.4151524702387,11.4034903093538,2.51173391508259,11.6552697420173,5.39090799225527
"bioplanet_230_Wnt signaling pathway",8.4151524702387,11.3195447611995,2.3122147173251,11.7811286206084,6.15439431532004
"bioplanet_610_Downstream signaling events Of B cell receptor (BCR)",8.33063239710997,11.2775682834807,3.11302452860461,10.6476023236652,5.39090799225527
"GAVISH_3CA_METAPROGRAM_B_CELLS_HSP_STRESS",8.28836252078184,11.4034903093538,3.21935660383936,13.1225220772236,7.20982875815838
"GAVISH_3CA_METAPROGRAM_B_CELLS_MEMORY",8.28836252078184,10.8576604086041,3.13967636667097,11.5713525784338,6.88944911544471
"bioplanet_683_Platelet activation, signaling and aggregation",8.28836252078184,12.410141259627,4.1007468644261,13.2481876815039,7.09548001710286
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",8.24608594187873,11.1516236784958,1.79891205702649,11.6552697420173,4.64254045673431
"bioplanet_1312_Myc active pathway",8.24608594187873,10.269304434664,2.42685376217835,11.1936077724868,5.71563571625466
"bioplanet_1591_Mitotic G1-G1/S phases",8.24608594187873,11.5713525784338,4.12621626043138,11.6552697420173,6.15439431532004
"bioplanet_608_PDGFB signaling pathway",8.24608594187873,11.5293905446094,3.40381314578738,11.1936077724868,5.15806405102911
"HALLMARK_HEME_METABOLISM",8.2038025504591,11.3195447611995,4.2025062834473,11.8650235920286,6.5913419266435
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",8.2038025504591,10.6896198213099,1.49949500228203,11.5713525784338,6.70607380139743
"bioplanet_686_Interferon alpha/beta signaling",8.16151223419256,12.410141259627,4.30396415558649,13.4157209304926,8.32695451378282
"GAVISH_3CA_MALIGNANT_METAPROGRAM_11_TRANSLATION_INITIATION",8.11921487829484,13.6251052418665,0,12.7873446865314,5.62299269681731
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_MYC_MITOCHONDRIA",8.11921487829484,12.2005200689587,0,10.9836609814659,4.4063775579619
"bioplanet_1426_Interleukin-5 regulation of apoptosis",8.07691036546067,10.7736459222984,3.58648382689014,12.8711487541813,7.36979086569929
"HALLMARK_PROTEIN_SECRETION",8.03459857579442,11.6133123020287,2.51173391508259,12.1166580912819,5.992979325487
"bioplanet_723_Nuclear beta-catenin signaling and target gene transcription regulation",8.03459857579442,11.0256556680528,2.51173391508259,11.1096369842285,5.25129952020372
"bioplanet_845_Phospholipid metabolism",8.03459857579442,10.7316343418179,2.1661772124671,11.9069678675302,5.57663171778773
"bioplanet_871_Fatty acid, triacylglycerol, and ketone body metabolism",8.03459857579442,11.3195447611995,3.50839649437488,11.7391778756714,5.57663171778773
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_STRESS",7.99227938673843,10.3533932302075,4.58158837549391,13.4576006116877,8.30420965398426
"bioplanet_302_Systemic lupus erythematosus",7.99227938673843,10.8156545992565,3.81914774137916,11.8650235920286,5.57663171778773
"bioplanet_411_Purine metabolism",7.99227938673843,11.4454594377295,2.51173391508259,11.7391778756714,5.01794700107836
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_MHC_II",7.94995267299896,10.3113505026872,3.99866187134176,12.1585900658335,5.48382731017603
"HALLMARK_INFLAMMATORY_RESPONSE",7.94995267299896,11.1096369842285,3.69017086548239,13.1644121346221,6.82071059531121
"bioplanet_1116_Cyclin A-Cdk2-associated events at S phase entry",7.94995267299896,11.1516236784958,3.00592474245888,10.7316343418179,5.39090799225527
"bioplanet_1167_Capped intron-containing pre-mRNA processing",7.94995267299896,11.3195447611995,0.989449552976315,11.0256556680528,4.50100136759589
"bioplanet_1343_AP-1 transcription factor network",7.94995267299896,11.6972249246219,3.40381314578738,11.4034903093538,5.9468128864862
"bioplanet_476_Neurotrophin signaling pathway",7.94995267299896,12.032788139781,1.70204409989669,10.269304434664,4.16878255306735
"GAVISH_3CA_METAPROGRAM_CD4_T_CELLS_STRESS_HSP",7.90761830646969,11.067647658108,2.95206001595511,12.2843742471542,6.86653981555693
"GAVISH_3CA_METAPROGRAM_EPITHELIAL_MYC",7.90761830646969,11.9069678675302,2.13655372196545,11.9489100349696,5.22800329000868
"GAVISH_3CA_METAPROGRAM_FIBROBLASTS_HYPOXIA",7.90761830646969,10.9416635652252,2.28326642076714,10.6476023236652,5.90062420718909
"bioplanet_1011_Apoptosis regulation",7.90761830646969,10.9416635652252,3.32499689675962,10.8996633856729,5.48382731017603
"bioplanet_1185_S phase",7.90761830646969,11.5293905446094,2.51173391508259,10.563558245428,4.97116679610588
"bioplanet_1433_TSH regulation of gene expression",7.86527615615252,10.395432660378,4.70718471404528,12.2005200689587,7.78050906228041
"bioplanet_197_Focal adhesion",7.86527615615252,10.8996633856729,2.70667016854996,13.5832311706137,6.5913419266435
"HALLMARK_COAGULATION",7.82292608807584,11.4034903093538,2.78905575787168,13.038737315964,7.00394397895695
"HALLMARK_MITOTIC_SPINDLE",7.82292608807584,12.3682207952494,2.42685376217835,12.2424481222911,5.80817789152875
"bioplanet_1017_Mitochondrial pathway of apoptosis: caspases",7.82292608807584,9.97488463903731,2.81638021607898,11.1936077724868,6.82071059531121
"bioplanet_449_Pancreatic secretion",7.82292608807584,11.3615187600923,3.37757858259771,12.5778048526058,7.1869651777943
"bioplanet_873_Degradation of beta-catenin by the destruction complex",7.82292608807584,10.6476023236652,2.39835865347058,10.3113505026872,5.11139455791325
"GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_ENDO_6",7.78056796520987,11.2775682834807,3.79340536223209,11.6972249246219,6.49948439258883
"bioplanet_1418_Interleukin-1 regulation of extracellular matrix",7.78056796520987,12.032788139781,3.94748905858861,14.0437728692755,7.14122882795277
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_INTERFERON",7.73820164737913,11.4034903093538,3.79340536223209,12.3682207952494,6.54542137085824
"GAVISH_3CA_METAPROGRAM_MACROPHAGES_STRESS_HSP",7.73820164737913,10.1852021007562,2.73420285910492,12.535891654889,7.78050906228041
"bioplanet_1371_HIF-1 transcriptional activity in hypoxia",7.73820164737913,10.269304434664,3.16628152954784,10.8156545992565,6.24652034151011
"bioplanet_1556_HIV life cycle",7.65344384984665,11.5293905446094,1.79891205702649,11.1936077724868,5.80817789152875
"GAVISH_3CA_MALIGNANT_METAPROGRAM_15_EMT_4",7.61105207323479,9.89073199783804,5.70195985224084,11.9069678675302,6.26953980792557
"GAVISH_3CA_MALIGNANT_METAPROGRAM_25_ASTROCYTES",7.61105207323479,11.1936077724868,2.28326642076714,12.535891654889,7.84888366142707
"bioplanet_1172_DNA replication",7.61105207323479,12.032788139781,3.84486472862566,11.8650235920286,5.46060849414927
"bioplanet_1518_Diabetes pathways",7.61105207323479,11.1516236784958,2.87083512334944,12.326298464567,6.40755967663674
